player1_wins,player2_wins,ties,player1_pct,player2_pct,tie_pct,mcts_loops,uct_const,m,n,k3,1,1,60,20,20,1000,0.5,3,3,3
2,2,1,40,40,20,1000,1.0,3,3,3
3,2,0,60,40,0,1000,1.2,3,3,3
3,1,1,60,20,20,1000,1.4,3,3,3
3,1,1,60,20,20,1000,1.6,3,3,3
2,1,2,40,20,40,1000,1.8,3,3,3
2,3,0,40,60,0,1000,2.0,3,3,3
1,3,1,20,60,20,1000,2.5,3,3,3
4,1,0,80,20,0,1000,3,3,3,3
